artists,track_name,URL_Found,Whosampled_URL,Real_Year,Sampled_By_Count,Is_Sample_Of,Covered_By_Count,Is_Cover_Of,Remixed_By_Count,Is_Remix_Of,track_id,popularity,duration_ms,danceability,energy,speechiness,acousticness,instrumentalness,loudness,liveness,valence,track_genre,tsne_x,tsne_y,cluster_label
Dead Or Alive,You Spin Me Round (Like a Record),True,https://www.whosampled.com/Dead-Or-Alive/You-Spin-Me-Round/,1985,6,0,16,0,1,0,1ChulFMnwxoD74Me8eX2TU,76,195146,55.400000000000006,96.3,3.5000000000000004,0.0243999999999999,7.02,87.91986955508968,43.1,91.8,synth-pop,-43.371418,9.986807,3
Duran Duran,A View to a Kill,True,https://www.whosampled.com/Duran-Duran/A-View-to-a-Kill/,1985,12,0,33,0,2,0,6I4snLrVOrJsLdd43isc27,61,217693,70.6,81.39999999999999,5.69,1.59,0.0,80.26554856743535,26.200000000000003,77.8,synth-pop,-33.64566,13.355633,4
Sade,Your Love Is King,True,https://www.whosampled.com/Sade/Your-Love-Is-King/,1984,11,0,12,0,0,0,1j2LuIf7mv15ZVug1Xy5qz,65,219426,74.2,42.0,3.1,56.2,0.0041199999999999,73.78057302585604,4.02,59.4,british,36.9871,0.5136936,2
Go West,Call Me,True,https://www.whosampled.com/Go-West/Call-Me/,1985,1,0,0,0,1,0,1QFJpg154LuFMYfTryKadD,51,252973,56.00000000000001,86.4,3.65,39.6,0.000739,64.11833216864663,3.86,92.5,synth-pop,22.293236,30.277586,6
Bryan Adams,Heaven,True,https://www.whosampled.com/Bryan-Adams/Heaven/,1984,9,0,97,0,0,0,7Ewz6bJ97vUqk5HdkvguFQ,77,243360,38.2,58.9,2.67,4.65,0.0,71.36734218495224,12.2,33.5,rock,5.5841756,-35.99448,7
Howard Jones,Things Can Only Get Better,True,https://www.whosampled.com/Howard-Jones/Things-Can-Only-Get-Better/,1985,11,0,3,0,4,0,6nEGxVCcMhIugOHk37APU7,23,235826,75.2,74.3,3.31,3.14,0.0117,77.10691823899371,12.8,83.2,synth-pop,-18.413015,33.392387,4
Tears For Fears,Everybody Wants To Rule The World,True,https://www.whosampled.com/Tears-For-Fears/Everybody-Wants-To-Rule-The-World/,1985,43,0,156,0,4,0,4RvWPyQ5RL0ao9LPZeSouE,87,251488,64.5,79.5,5.27,34.7,0.3889999999999999,49.098532494758906,10.4,53.5,synth-pop,14.9397745,2.4869275,6
Wham!,Everything She Wants,True,https://www.whosampled.com/Wham/Everything-She-Wants/,1984,4,0,6,0,0,0,5hXEcqQhEjfZdbIZLO8mf2,65,302693,89.9,45.9,3.66,32.2,0.406,32.969951083158634,16.5,96.2,disco,7.935008,40.198116,1
Kool & The Gang,Fresh,False,,1984,9,0,13,0,0,0,0rYHxEGSSNtH6UYGsZ9FqW,5,264093,84.5,42.5,3.43,0.929,7.739999999999999,34.43745632424878,3.66,93.0,disco,3.8170605,41.287468,1
Simple Minds,Don't You (Forget About Me),True,https://www.whosampled.com/Simple-Minds/Don%27t-You/,1984,19,0,27,0,0,0,0noX7fsnpaVbMCdiRzYJrX,2,260733,63.8,85.8,3.1,12.7,0.105,79.69718145818774,33.300000000000004,74.3,synth-pop,-35.683933,10.308222,3
Sade,Smooth Operator,True,https://www.whosampled.com/Sade/Smooth-Operator/,1984,39,0,55,0,0,1,7pLuEMFougkSHXrPBtNxTR,56,298893,79.4,55.900000000000006,3.19,36.7,1.0699999999999998,75.20614954577219,3.71,96.3,british,21.063313,25.86777,6
Dokken,Alone Again,True,https://www.whosampled.com/Dokken/Alone-Again/,1984,0,0,1,0,0,0,1j06ieEC2BOCM0fTmYhn2l,59,262200,29.8,61.2,3.790000000000001,1.94,0.00967,63.50803633822502,9.06,34.300000000000004,hard-rock,5.1767025,-37.50082,7
DeBarge,Rhythm Of The Night,True,https://www.whosampled.com/DeBarge/Rhythm-Of-The-Night/,1985,13,0,13,0,1,0,5yGTQzYbEdY6B9RFZJypgt,67,229106,70.7,75.9,4.6,7.689999999999999,0.00284,48.01304449103192,7.75,95.5,disco,-4.4916115,37.589443,1
Animotion,Obsession,True,https://www.whosampled.com/Animotion/Obsession/,1985,15,0,9,1,2,0,3N7GqZMpZJW69Te1bfUTc3,57,337266,67.30000000000001,61.3,7.99,0.436,36.2,49.555089680875845,60.8,41.5,synth-pop,-49.251778,-6.8113236,3
Bruce Springsteen,I'm On Fire,True,https://www.whosampled.com/Bruce-Springsteen/I%27m-On-Fire/,1984,5,0,63,0,1,0,3PzsbWSQdLCKDLxn7YZfkM,74,155880,62.0,44.6,3.47,58.9,2.99,38.12252504076403,7.27,86.8,singer-songwriter,38.47668,14.746529,6
REO Speedwagon,Can't Fight This Feeling,True,https://www.whosampled.com/REO-Speedwagon/Can%27t-Fight-This-Feeling/,1984,5,0,27,0,0,0,5WwqdeavrQrbeAMDxGawse,73,294773,40.8,48.0,2.66,15.5,0.0018199999999999,54.12066154204519,8.77,19.0,hard-rock,16.205095,-29.511696,5
Frankie Goes To Hollywood,Relax,True,https://www.whosampled.com/Frankie-Goes-To-Hollywood/Relax/,1983,47,0,52,0,17,0,2K22nUTdyr48JDwI5t906t,72,236800,67.60000000000001,69.5,3.92,32.6,0.00109,43.04216165851386,4.62,69.1,synth-pop,13.311416,31.2231,1
Foreigner,I Want to Know What Love Is,True,https://www.whosampled.com/Foreigner/I-Want-to-Know-What-Love-Is/,1984,36,0,108,0,2,0,04OjLvOApQve45B0ISx4XN,59,285666,44.5,55.400000000000006,3.15,23.1,0.0,69.14046121593293,6.8500000000000005,22.9,hard-rock,19.689817,-23.75966,5
Chicago,You're the Inspiration,True,https://www.whosampled.com/Chicago/You%27re-the-Inspiration/,1984,2,0,45,0,0,0,54fygPF4NkI5lEK2GxsStU,0,230440,60.4,42.4,2.78,32.9,0.0,48.19939436291637,11.6,29.1,folk,28.782156,-16.917873,5
Don Henley,The Boys Of Summer,True,https://www.whosampled.com/Don-Henley/The-Boys-Of-Summer/,1984,23,0,40,0,0,0,2einB00Doep8LZImPipb9r,1,288333,51.6,77.5,4.12,39.6,0.129,75.58816678313535,21.0,85.8,country,25.824991,23.282627,6
Bronski Beat,Smalltown Boy,True,https://www.whosampled.com/Bronski-Beat/Smalltown-Boy/,1984,64,0,72,0,8,0,5vmRQ3zELMLUQPo2FLQ76x,73,302413,68.5,58.4,2.76,28.8,0.918,55.98881900768694,12.4,93.9,synth-pop,10.336124,35.960632,1
Bryan Adams,Run To You,True,https://www.whosampled.com/Bryan-Adams/Run-To-You/,1984,10,0,18,0,0,0,3RJLtCGaNscT6SBfuIvlQE,1,233373,55.900000000000006,86.3,2.67,0.2289999999999999,0.000829,83.53133007221058,20.1,64.60000000000001,rock,-28.783083,-3.9564295,3
Chaka Khan,I Feel for You,True,https://www.whosampled.com/Chaka-Khan/I-Feel-for-You/,1984,30,0,3,1,2,0,7DCiOOtP3baRrHoSzlkNuj,0,218880,79.4,92.5,6.25,1.18,32.0,87.85464709993012,19.7,92.4,disco,-0.3677053,21.879711,1
Deep Purple,Knocking At Your Back Door,True,https://www.whosampled.com/Deep-Purple/Knocking-At-Your-Back-Door/,1984,0,0,1,0,0,0,1VJBQdDrOblSLmoZMeh1xh,54,425200,52.400000000000006,81.8,4.06,0.0915,0.00447,74.22781271837876,9.16,52.5,psych-rock,-22.527914,-11.990757,3
Wham!,Wake Me Up Before You Go-Go,True,https://www.whosampled.com/Wham/Wake-Me-Up-Before-You-Go-Go/,1984,7,0,60,0,0,0,0ikz6tENMONtK6qGkOrU3c,80,231333,62.0,57.3,4.23,27.1,0.0,50.03959934777544,6.069999999999999,89.7,disco,10.235829,36.71774,1
Stevie Wonder,I Just Called To Say I Love You,True,https://www.whosampled.com/Stevie-Wonder/I-Just-Called-To-Say-I-Love-You/,1984,15,0,121,0,0,0,6RNDeRnWsRMjPdNVgupZCs,75,262240,74.8,55.1,2.39,24.3,0.000157,63.26578150477522,9.43,65.0,funk,12.826825,12.632281,6
Billy Ocean,Caribbean Queen (No More Love On the Run),True,https://www.whosampled.com/Billy-Ocean/Caribbean-Queen/,1984,5,0,23,0,3,0,4JEylZNW8SbO4zUyfVrpb7,69,244426,79.0,64.9,2.65,16.6,0.00887,70.47286279990684,9.2,95.4,disco,-10.924257,39.25471,1
Alphaville,Big in Japan,True,https://www.whosampled.com/Alphaville/Big-in-Japan/,1984,11,0,47,0,6,0,3BZGi1yUqQyCNC868AqUGG,65,286160,74.8,41.4,4.05,6.9,6.710000000000001,34.86606102958304,33.6,23.9,synth-pop,28.639576,-19.224497,5
The Pointer Sisters,I'm So Excited,False,,1984,2,0,3,0,0,0,1ot6jEe4w4hYnsOPjd3xKQ,72,230640,59.0,86.8,4.8,9.62,0.0322,78.27626368506871,44.2,79.80000000000001,disco,-38.945343,11.251687,3
KISS,Heaven's On Fire,True,https://www.whosampled.com/KISS/Heaven%27s-On-Fire/,1984,4,0,6,0,0,0,4x0syYhWwD6zafzXsQXa1t,1,200933,62.7,90.9,6.58,0.0957,0.00703,83.40554390868856,33.6,69.69999999999999,hard-rock,-37.85426,9.346683,3
The Cars,Drive,True,https://www.whosampled.com/The-Cars/Drive/,1984,27,0,117,0,0,0,6cE1curXkmm1ad2TeQmzdx,0,234493,57.9,60.8,2.9000000000000004,12.4,0.148,59.04029815979501,15.1,49.9,hard-rock,-3.8231273,-16.498384,7
Twisted Sister,I Wanna Rock,True,https://www.whosampled.com/Twisted-Sister/I-Wanna-Rock/,1984,10,0,5,0,0,0,70Z9t1qhytWtG4cCmmi7mU,73,179760,50.4,91.1,7.380000000000001,0.512,1.23,91.60959701840206,35.5,67.10000000000001,hard-rock,-40.397205,8.042293,3
Alison Krauss;John Waite,Missing You,True,https://www.whosampled.com/Alison-Krauss/Missing-You/,2006,0,0,0,1,0,0,7MdoheA6np37rjQOG42SYF,53,281306,59.8,73.6,2.3800000000000003,0.167,0.179,74.99650593990216,19.4,41.8,bluegrass,-9.692964,-16.262407,7
Tina Turner,What's Love Got to Do with It,True,https://www.whosampled.com/Tina-Turner/What%27s-Love-Got-to-Do/,1983,18,0,15,0,3,0,0ew5ANHq1cfeLU9Vj15pJ1,0,230240,85.5,48.2,5.76,25.2,0.0022,63.97391101793618,15.1,79.5,disco,9.389718,31.970387,1
Bananarama,Cruel Summer,True,https://www.whosampled.com/Bananarama/Cruel-Summer/,1983,37,0,30,0,7,0,2EGaDf0cPX789H3LNeB03D,66,215326,66.60000000000001,87.1,2.72,27.0,2.08,77.41439552760308,26.3,93.6,disco,-0.11004211,28.228998,1
The Jacksons,Torture,True,https://www.whosampled.com/The-Jacksons/Torture/,1984,4,0,1,0,1,0,0XOuVAHsANAWw0LF0Yxkw5,55,293120,75.4,83.6,4.25,1.79,0.0002529999999999,83.53598881900768,35.0,96.5,disco,-33.96569,16.716993,4
Ray Parker Jr.,Ghostbusters,False,,1984,6,0,18,0,0,0,3m0y8qLoznUYi73SUBP8GI,69,245253,78.8,84.6,3.72,1.03,0.0281,82.07314232471465,26.0,73.8,disco,-32.947895,13.477477,4
Twisted Sister,We're Not Gonna Take It,True,https://www.whosampled.com/Twisted-Sister/We%27re-Not-Gonna-Take-It/,1984,12,0,36,0,0,0,0FbZgT0gzFe6VCAZdhtFT5,0,219666,50.2,92.5,5.01,1.29,0.0,76.10528767761473,16.2,92.3,hard-rock,-33.835583,26.3848,4
Lionel Richie,Stuck On You,True,https://www.whosampled.com/Lionel-Richie/Stuck-On-You/,1983,5,0,41,0,0,0,6HPLeKiNm92RbykX2BDTUB,71,192066,50.9,31.7,3.05,62.1,0.00528,30.612625203820183,8.780000000000001,24.7,disco,47.525253,-6.701312,2
Corey Hart,Sunglasses At Night,True,https://www.whosampled.com/Corey-Hart/Sunglasses-At-Night/,1983,31,0,29,0,2,0,1QbQL5m30YNvukitIqAnFG,62,320573,68.60000000000001,60.9,4.44,25.8,0.015,52.01490798975076,11.3,71.89999999999999,synth-pop,12.096543,31.273281,1
Thompson Twins,You Take Me Up,True,https://www.whosampled.com/Thompson-Twins/You-Take-Me-Up/,1984,1,0,1,0,2,0,7Kvr4zY7aNcHzhXHmLxVN1,26,266160,70.0,54.8,4.43,58.7,0.0,40.92709061262521,6.99,85.39999999999999,synth-pop,38.12973,14.663438,6
Dan Hartman,I Can Dream About You,True,https://www.whosampled.com/Dan-Hartman/I-Can-Dream-About-You/,1984,4,0,12,0,1,0,37nxLdGbmgEYQYrqe14xOp,63,249560,74.3,50.0,5.13,5.15,0.0,39.73445143256464,3.73,90.3,disco,2.3888414,40.834335,1
Spandau Ballet,Only When You Leave,True,https://www.whosampled.com/Spandau-Ballet/Only-When-You-Leave/,1984,1,0,6,0,0,0,0XKN8MWK5LE4u7syOMQtv4,34,308760,58.5,83.1,4.53,24.4,0.0004639999999999,76.53389238294899,5.390000000000001,70.1,disco,-18.09323,15.88728,4
Bruce Springsteen,Dancing In the Dark,True,https://www.whosampled.com/Bruce-Springsteen/Dancing-In-the-Dark/,1984,6,0,60,0,2,0,7FwBtcecmlpc1sLySPXeGE,78,241306,52.7,94.2,3.66,1.15,0.0,79.17074307011414,18.8,49.5,singer-songwriter,-32.02943,-14.361943,3
Laura Branigan,Self Control,True,https://www.whosampled.com/Laura-Branigan/Self-Control/,1984,34,0,26,1,7,0,6JNJERZGJwDVgkmbohBw7u,73,246440,81.39999999999999,68.60000000000001,3.42,21.9,0.382,48.73980899138132,15.5,77.8,disco,1.6713966,34.484726,1
Billy Idol,Eyes Without A Face,True,https://www.whosampled.com/Billy-Idol/Eyes-Without-A-Face/,1983,40,0,42,0,2,0,0pUVeEgZuNyFzIMKp67RbS,72,299240,39.1,81.5,5.18,1.77,0.2259999999999999,76.575821104123,27.6,64.7,hard-rock,-33.735878,-8.194954,3
Wang Chung,Dance Hall Days,True,https://www.whosampled.com/Wang-Chung/Dance-Hall-Days/,1984,10,0,16,0,6,0,2JvPJ8ydPuN2NhpH4oti6I,68,240800,66.4,58.9,4.06,25.9,0.587,38.29023992546006,22.1,54.0,synth-pop,11.089599,10.473147,6
The Cars,Magic,True,https://www.whosampled.com/The-Cars/Magic/,1984,3,0,5,0,0,0,7z8k6KAvjHX3RtkYNhIC9B,48,237093,68.30000000000001,80.60000000000001,4.2,12.5,0.0548,70.16072676450035,19.1,96.2,power-pop,-9.43261,31.185944,1
Cyndi Lauper,Time After Time,True,https://www.whosampled.com/Cyndi-Lauper/Time-After-Time/,1983,49,0,196,0,5,0,7o9uu2GDtVDr9nsR7ZRN73,76,241333,72.6,44.9,2.86,48.7,0.000134,62.55765199161426,8.24,29.4,disco,29.881077,-13.180501,2
Jocelyn Brown,Somebody Else's Guy,True,https://www.whosampled.com/Jocelyn-Brown/Somebody-Else%27s-Guy/,1984,53,0,8,0,6,0,7wq9dxlN8HS91W4lIiwDlh,28,392881,70.7,81.3,6.93,25.2,1.96,75.84439785697647,21.2,73.8,disco,9.343988,24.761272,1
Scorpions,Still Loving You,True,https://www.whosampled.com/Scorpions/Still-Loving-You/,1984,8,0,38,0,1,0,0RdUX4WE0fO30VnlUbDVL6,74,403453,28.2,60.5,2.94,0.47,0.144,82.54367575122292,10.3,7.829999999999999,german,1.9587871,-34.363308,7
Lionel Richie,Hello,True,https://www.whosampled.com/Lionel-Richie/Hello/,1983,32,0,86,0,0,0,6HMvJcdw6qLsyV1b5x29sa,68,246933,42.4,22.2,3.91,64.60000000000001,0.0,35.31795946890286,14.8,6.0600000000000005,disco,41.3669,-21.548098,2
Paul Young,Love of the Common People,True,https://www.whosampled.com/Paul-Young/Love-of-the-Common-People/,1983,1,0,3,1,1,0,6cARFkZxx2JR3JlvDzeLZc,60,220733,74.4,60.9,7.580000000000001,8.83,0.0,53.25879338457955,5.99,89.3,disco,-5.4178796,39.888897,1
Billy Joel,The Longest Time,True,https://www.whosampled.com/Billy-Joel/The-Longest-Time/,1983,6,0,15,0,0,0,5DH7nDryMhpixm4G4B7RP9,68,217906,63.7,33.300000000000004,2.62,18.1,0.0,60.70812951316096,14.7,58.8,piano,9.994906,8.052313,6
Scorpions,Rock You Like a Hurricane - 2011,True,https://www.whosampled.com/Scorpions/Rock-You-Like-a-Hurricane---2011/,1984,2,0,10,0,0,0,46QazXxQS0B31CnbRCy8CV,64,255573,58.7,89.1,3.61,0.0261,0.4539999999999999,89.69485208478919,31.4,70.5,german,-38.716755,8.657461,3
Thompson Twins,Hold Me Now,True,https://www.whosampled.com/Thompson-Twins/Hold-Me-Now/,1984,5,0,20,0,1,0,1B1Y52ftMyCmgjPsEMQDqq,58,286666,78.7,51.6,3.32,66.0,0.0011,45.85138597717214,29.3,88.2,synth-pop,40.73868,16.89166,6
The Cars,You Might Think,True,https://www.whosampled.com/The-Cars/You-Might-Think/,1984,1,0,13,0,0,0,35wVRTJlUu2kDkqXFegOKt,65,184717,72.8,85.5,3.3300000000000005,10.9,0.0576,77.34917307244352,11.3,97.1,power-pop,-22.310827,34.03978,4
Talk Talk,It's My Life,True,https://www.whosampled.com/Talk-Talk/It%27s-My-Life/,1984,9,0,18,0,3,0,2gbzLnnIWmBWzM9WsttykM,0,232280,60.3,89.7,4.35,7.580000000000001,46.5,82.48777078965757,30.6,82.6,synth-pop,0.6777322,20.56446,1
Nik Kershaw,Wouldn't It Be Good,True,https://www.whosampled.com/Nik-Kershaw/Wouldn%27t-It-Be-Good/,1984,12,0,20,0,3,0,00FDHurakzVEiPutdUxXXq,65,277053,65.5,70.5,2.85,16.900000000000002,1.39,65.71162357325879,6.98,74.9,synth-pop,-12.801386,24.571455,4
Queen,I Want To Break Free,True,https://www.whosampled.com/Queen/I-Want-To-Break-Free/,1984,13,0,49,0,0,0,7iAqvWLgZzXvH38lA06QZg,72,223080,80.7,41.4,3.52,10.5,0.00257,63.96925227113906,8.129999999999999,50.2,rock,8.52708,5.1744223,0
"""Weird Al"" Yankovic",King of Suede,False,,1983,5,0,2,0,0,0,0uTSpsec5kXkNQQjzt6dIB,24,255373,78.0,80.80000000000001,3.82,27.1,0.0,58.59771721406942,9.58,56.89999999999999,comedy,15.586086,1.8030398,6
サザンオールスターズ,Just A Little Bit,False,,1983,11,0,5,0,0,0,3a1vfZIdgamMsTIF1KFYQP,37,261733,34.1,46.2,4.3,72.0,0.000184,58.90519450267878,7.22,21.8,j-pop,40.620846,-16.858492,2
Bon Jovi,Runaway,True,https://www.whosampled.com/Bon-Jovi/Runaway/,1983,23,0,10,0,0,0,0X1sqQ652p1sceKM2nJlIJ,73,230666,47.5,89.9,6.370000000000001,0.375,0.00191,85.31563009550432,14.000000000000002,60.3,metal,-27.755144,-8.700354,3
KC & The Sunshine Band,Give It Up,True,https://www.whosampled.com/KC/Give-It-Up/,1983,12,0,18,0,0,0,3yDhZq8f17SmumVmEyCaRN,68,254240,86.2,62.4,5.65,1.92,0.0153,51.26484975541579,4.65,88.2,disco,-4.5631785,40.29313,1
Nena,99 Luftballons,True,https://www.whosampled.com/Nena/99-Luftballons/,1983,24,0,36,0,0,0,2IJftBfq7pJ43tfnOR0RB3,27,231466,63.6,46.7,4.21,9.15,0.00017,58.39273235499651,11.7,57.99999999999999,german,8.282483,7.4716935,0
Billy Idol,Rebel Yell,True,https://www.whosampled.com/Billy-Idol/Rebel-Yell/,1983,9,0,40,0,1,0,1FaJAcRI9aJ8dGDdkVUR6s,1,288533,53.1,86.4,6.11,0.0752999999999999,0.046,82.39459585371534,35.4,48.5,hard-rock,-39.70924,-11.680594,3
Culture Club,Karma Chameleon,True,https://www.whosampled.com/Culture-Club/Karma-Chameleon/,1983,13,0,106,0,0,0,3XDeeP9wBZzGhIPZmLfEEx,61,252760,66.10000000000001,55.2,3.37,21.4,0.0,47.74749592359655,20.6,92.8,disco,7.4797983,36.258812,1
The Romantics,Talking In Your Sleep,True,https://www.whosampled.com/The-Romantics/Talking-In-Your-Sleep/,1983,11,0,24,0,1,0,7fRvtXvJMpGfTLdF0M09a1,66,235093,72.0,96.7,3.43,2.89,0.0344999999999999,84.7891917074307,14.2,97.7,power-pop,-24.072672,32.895157,4
Elton John,I Guess That's Why They Call It The Blues,True,https://www.whosampled.com/Elton-John/I-Guess-That%27s-Why-They-Call-It-The-Blues/,1983,4,0,20,0,0,0,23l1kVpqMVREiwU1YAlcr4,70,285333,67.30000000000001,66.3,2.69,21.7,1.7000000000000002,71.48381085488005,17.7,67.10000000000001,piano,12.096659,24.61968,1
Lionel Richie,All Night Long (All Night),True,https://www.whosampled.com/Lionel-Richie/All-Night-Long/,1983,2,0,4,0,0,0,1DxT6f6mH7kLriOUWbujup,52,382973,71.39999999999999,58.3,3.91,27.3,0.0813,43.27044025157233,2.88,84.89999999999999,disco,9.650779,37.08934,1
The Motels,Remember The Nights,True,https://www.whosampled.com/The-Motels/Remember-The-Nights/,1983,4,0,9,0,0,0,5W1PZDN6zxmFYD638GN0HS,29,184906,66.8,59.2,3.02,5.42,0.00803,44.751921733053805,8.200000000000001,86.9,synth-pop,0.44319746,39.74111,1
Peter Schilling,Major Tom (Coming Home),True,https://www.whosampled.com/Peter-Schilling/Major-Tom/,1983,9,0,19,0,0,0,2lMXpIwaI9peCsCeYSbx4i,0,301373,78.8,41.9,6.43,15.2,16.5,38.74213836477988,16.900000000000002,84.2,german,5.754923,40.60615,1
Billy Joel,Uptown Girl,True,https://www.whosampled.com/Billy-Joel/Uptown-Girl/,1983,18,0,39,0,0,0,5zA8vzDGqPl2AzZkEYQGKh,79,197706,70.1,94.4,4.55,7.55,0.0,91.53505706964826,60.1,79.2,folk,-46.540684,3.9570937,3
Spandau Ballet,Gold,True,https://www.whosampled.com/Spandau-Ballet/Gold/,1983,10,0,21,0,7,0,2X9fsxb6O6bYEopJYmUbNC,61,231480,71.1,74.0,3.61,25.8,1.11,69.21965991148382,10.4,63.9,synth-pop,13.013702,25.174011,1
Quiet Riot,Cum on Feel the Noize,True,https://www.whosampled.com/Quiet-Riot/Cum-on-Feel-the-Noize/,1983,4,0,8,1,0,0,3vV3cr2TpPqFk07zxYUbla,72,290960,40.9,92.0,12.0,0.719,0.105,80.10715117633357,8.23,37.0,hard-rock,-20.233727,-31.34712,7
Chaka Khan,Ain't Nobody,True,https://www.whosampled.com/Chaka-Khan/Ain%27t-Nobody/,1983,19,0,62,0,1,0,1GmcAwGupJea9KVsSXRGEo,0,245133,82.39999999999999,76.6,4.569999999999999,22.3,0.0063399999999999,47.71022594921966,11.6,72.39999999999999,disco,1.7350863,34.39902,1
Bonnie Tyler,Total Eclipse of the Heart,True,https://www.whosampled.com/Bonnie-Tyler/Total-Eclipse-of-the-Heart/,1983,38,0,125,0,2,0,7wuJGgpTNzbUyn26IOY6rj,77,267360,43.1,72.3,5.680000000000001,14.499999999999998,0.0,78.02003261122758,37.4,19.0,disco,-3.508622,-39.424465,7
Eurythmics;Annie Lennox;Dave Stewart,Love Is a Stranger,True,https://www.whosampled.com/Eurythmics/Love-Is-a-Stranger/,1983,4,0,21,0,3,0,5Arj4zfiBuwd61q9TJ7NSa,28,221600,77.5,44.1,3.08,0.3409999999999999,0.000155,34.81947356161193,14.7,53.400000000000006,synth-pop,10.750706,6.4628296,6
Spandau Ballet,True,True,https://www.whosampled.com/Spandau-Ballet/True/,1983,76,0,40,0,3,0,7kAzaxFL9SNlDnCOFENybw,0,328293,74.4,54.6,2.97,50.4,10.3,61.83554623806196,6.49,34.5,disco,30.188608,-12.064763,2
Men Without Hats,The Safety Dance,True,https://www.whosampled.com/Men-Without-Hats/The-Safety-Dance/,1982,15,0,39,0,2,0,5O4NFbDqJ8SOfbjnIhdPDt,63,164866,52.5,88.2,4.67,2.52,0.0,84.57954810156069,10.1,62.3,synth-pop,-26.564217,-7.696113,3
Bob Seger,Old Time Rock & Roll,True,https://www.whosampled.com/Bob-Seger/Old-Time-Rock/,1983,13,0,47,0,0,0,5EOoMWIB9iK4ZpcSex9Ec7,74,194146,71.39999999999999,93.7,3.99,20.6,0.0,91.71674819473562,7.31,96.4,country,-25.103085,35.50126,4
Eurythmics;Annie Lennox;Dave Stewart,Sweet Dreams (Are Made of This),True,https://www.whosampled.com/Eurythmics/Sweet-Dreams/,1983,26,0,95,0,0,0,6zIfdCmmhPCX0cMquBsC37,60,292560,71.3,58.4,4.34,30.0,0.0279999999999999,50.421616585138594,12.2,85.7,synth-pop,9.684194,35.515133,1
The Police,Every Breath You Take,True,https://www.whosampled.com/The-Police/Every-Breath-You-Take/,1983,52,0,190,0,0,0,1JSTJqkT5qHq8MDJnJbRE1,86,253920,82.0,45.2,3.4799999999999995,54.3,0.294,59.80899138131844,7.140000000000001,74.0,rock,36.26126,12.592669,6
Michael Jackson,Human Nature,True,https://www.whosampled.com/Michael-Jackson/Human-Nature/,1982,90,0,82,0,1,0,35lAjvsvS9k9HHuP1fjDT8,66,245560,63.8,51.1,2.89,54.1,0.478,58.66759841602609,26.0,68.0,soul,31.793837,12.752539,6
Def Leppard,Rock Of Ages,True,https://www.whosampled.com/Def-Leppard/Rock-Of-Ages/,1983,9,0,5,0,0,0,2AmEv442DGwSxMGZ9XEvBA,65,247828,70.6,78.5,4.1000000000000005,0.8019999999999999,3.19,69.73212205916607,19.5,63.6,hard-rock,-13.904678,11.117748,0
Rod Stewart,Baby Jane,True,https://www.whosampled.com/Rod-Stewart/Baby-Jane/,1983,3,0,10,0,0,0,65EReuqyiXH0WMIaeFEIlX,0,283493,64.1,79.80000000000001,4.06,1.36,0.0106,65.56720242254833,35.8,73.2,rock,-32.94261,9.240631,3
Kajagoogoo,Too Shy,True,https://www.whosampled.com/Kajagoogoo/Too-Shy/,1983,23,0,9,0,4,0,6WEBIVqiEsevfgJefTyuQQ,61,221520,70.19999999999999,87.1,9.26,12.7,0.00418,74.10202655485675,8.19,66.4,synth-pop,-18.76088,14.371771,4
Elton John,I'm Still Standing,True,https://www.whosampled.com/Elton-John/I%27m-Still-Standing/,1983,11,0,30,0,1,0,1jDJFeK9x3OZboIAHsY9k2,84,183440,50.4,90.4,17.9,35.6,12.1,73.47309573724668,14.000000000000002,77.2,piano,4.983746,26.689142,1
Dave Edmunds,Slipping Away,True,https://www.whosampled.com/Dave-Edmunds/Slipping-Away/,1983,1,0,11,0,0,0,6My1PfmDeYo8jr5c1Bzhjm,29,260826,58.3,92.4,3.14,4.2,0.5309999999999999,66.88562776613092,35.5,81.69999999999999,british,-39.402508,14.322031,4
Culture Club,Time (Clock Of The Heart),True,https://www.whosampled.com/Culture-Club/Time/,1983,3,0,23,0,0,0,3eW14mA7NcMwILMFXiSiLj,0,223933,71.89999999999999,72.3,3.67,54.8,0.0,66.93221523410203,8.83,92.5,disco,24.073896,25.3755,6
Journey,Faithfully,True,https://www.whosampled.com/Journey/Faithfully/,1983,6,0,46,0,0,0,57ebBLITHpRgRKGrlbxMZS,68,267080,20.200000000000003,64.4,3.24,9.79,0.0,81.1646866992779,10.9,25.2,hard-rock,3.128533,-35.3534,7
Thomas Dolby,She Blinded Me With Science,True,https://www.whosampled.com/Thomas-Dolby/She-Blinded-Me/,1983,0,0,3,0,0,0,4RkKf3UBRxF2kn2Vh0ww8l,14,221266,79.9,75.5,4.19,10.8,16.900000000000002,51.69345446075005,6.61,97.5,synth-pop,-3.6234574,37.627445,1
Bryan Adams,Straight From The Heart,True,https://www.whosampled.com/Bryan-Adams/Straight-From-The-Heart/,1983,1,0,6,1,0,0,7uBxi4jHZqgWAjqLEl1KcF,64,211826,58.4,23.3,2.7,8.14,0.0,19.70649895178197,14.099999999999998,35.6,singer-songwriter,32.17064,-25.376598,5
Def Leppard,Photograph,True,https://www.whosampled.com/Def-Leppard/Photograph/,1983,4,0,9,0,1,0,18URo35acNKRTHfEdjTcGn,68,247962,60.2,87.7,5.15,0.0343,63.5,74.67039366410435,5.510000000000001,61.7,hard-rock,2.4423115,18.223751,1
