artists,track_name,URL_Found,Whosampled_URL,Real_Year,Sampled_By_Count,Is_Sample_Of,Covered_By_Count,Is_Cover_Of,Remixed_By_Count,Is_Remix_Of,track_id,popularity,duration_ms,danceability,energy,speechiness,acousticness,instrumentalness,loudness,liveness,valence,track_genre,tsne_x,tsne_y,cluster_label
Enrique Iglesias,Hero,True,https://www.whosampled.com/Enrique-Iglesias/Hero/,2001,5,0,25,0,3,0,1PAgmT6YqGhd6zT9kN9gIo,70,264240,34.599999999999994,64.1,5.04,13.6,0.0008399999999999,79.2313067784766,10.8,15.9,latin,3.1952474,-32.736126,7
System Of A Down,Chop Suey!,True,https://www.whosampled.com/System-Of-A-Down/Chop-Suey/,2001,0,0,5,0,0,0,2DlHlPMa4M17kufBvI2lEN,83,210240,41.7,93.4,11.9,0.0278,0.15,87.2396925227114,13.2,28.7,alternative,-15.74564,-34.765797,7
Creed,My Sacrifice,True,https://www.whosampled.com/Creed/My-Sacrifice/,2001,1,0,11,0,0,0,2VSbEXqs6NbNiZSTcHlIDR,71,294600,32.0,88.0,5.04,0.0101,0.000431,77.33053808525506,7.6,25.7,alt-rock,-13.097875,-39.265186,7
Five For Fighting,Superman (It's Not Easy),True,https://www.whosampled.com/Five-For-Fighting/Superman/,2001,2,0,2,0,1,0,3TwtrR1yNLY1PMPsrGQpOp,70,221693,38.2,41.6,3.02,7.33,0.0,62.10575355229443,7.19,12.5,acoustic,15.06141,-29.856236,5
No Doubt;Bounty Killer,Hey Baby,True,https://www.whosampled.com/No-Doubt/Hey-Baby/,2001,5,0,5,0,2,0,1zKsMKyoroSE4Pw41NJREK,0,207040,70.5,87.1,12.3,6.18,0.0,88.87491264849756,22.6,74.9,alt-rock,-28.322777,16.927816,4
Craig David,7 Days,True,https://www.whosampled.com/Craig-David/7-Days/,2000,19,0,5,0,2,0,0gPQTLaqHDgdupKEok7J2x,71,235133,65.9,81.2,4.87,23.0,0.0,70.51013277428373,9.51,88.8,british,-12.068727,30.261263,1
Shakira,"Whenever, Wherever",True,https://www.whosampled.com/Shakira/Whenever-Wherever/,2001,5,0,1,0,0,0,2lnzGkdtDj5mtlcOW2yRtG,75,196160,79.4,83.2,4.07,23.7,0.00114,82.79524807826694,20.3,87.1,latin,-22.936329,38.93449,4
Busta Rhymes,Break Ya Neck,True,https://www.whosampled.com/Busta-Rhymes/Break-Ya-Neck/,2001,11,0,3,0,0,0,7gKgd0P3dAAePiSQQBqrlf,69,231240,82.0,80.9,25.1,44.3,0.175,73.95760540414629,6.13,73.7,hardcore,19.171118,20.28205,6
Staind,It's Been Awhile,True,https://www.whosampled.com/Staind/It%27s-Been-Awhile/,2001,1,0,8,0,0,0,1BExV8JprNJLvLeDE9qdEW,65,264706,50.9,77.4,3.38,0.189,0.0549,86.5595154903331,14.3,8.24,grunge,-7.506433,-35.70113,7
Puddle Of Mudd,Control,True,https://www.whosampled.com/Puddle-Of-Mudd/Control/,2001,1,0,1,0,0,0,575Sz3R4xOhueUstPObylF,63,230066,44.4,91.3,9.92,0.308,0.0,89.36408106219427,38.0,56.89999999999999,grunge,-39.705845,-14.597092,3
Lifehouse,Hanging By A Moment,True,https://www.whosampled.com/Lifehouse/Hanging-By-A-Moment/,2001,2,0,8,0,0,0,6jWLyg8AuMQ9LtIB2UlfOF,63,216360,53.7,85.8,3.49,0.0965999999999999,0.0,82.60423945958539,8.12,50.2,grunge,-24.678036,-12.00117,3
Incubus,Wish You Were Here,True,https://www.whosampled.com/Incubus/Wish-You-Were-Here/,2001,4,0,7,0,0,0,6KtLECDztnah63TNmV4Plw,70,212733,24.6,76.8,3.87,0.0631,30.1,70.59864896342883,10.2,35.0,grunge,3.1198444,-40.365284,7
Alien Ant Farm,Smooth Criminal,True,https://www.whosampled.com/Alien-Ant-Farm/Smooth-Criminal/,2001,3,0,2,1,0,0,5z6xHjCZr7a7AIcy8sPBKy,76,209266,65.3,96.4,5.82,0.316,0.512,85.59515490333101,14.4,87.0,grunge,-27.75789,27.396433,4
Linkin Park,Crawling,True,https://www.whosampled.com/Linkin-Park/Crawling/,2000,29,0,29,0,1,0,57BrRMwf9LrcmuOsyGilwr,76,208960,57.99999999999999,70.19999999999999,3.37,4.66,0.0003199999999999,79.52014907989751,53.6,29.9,alternative,-46.731316,-8.026758,3
Sum 41,Fat Lip,True,https://www.whosampled.com/Sum-41/Fat-Lip/,2001,11,0,8,0,0,0,4KacUpvbA3Mfo05gttTjhN,74,178266,40.2,91.4,14.2,0.0579,0.0,81.15071045888656,6.5,62.6,punk,-28.930676,-8.073653,3
3 Doors Down,Be Like That,True,https://www.whosampled.com/3-Doors-Down/Be-Like-That/,2000,6,0,2,0,1,0,3PbHle8KhJp6GuO1jLdEmQ,62,265906,48.7,70.19999999999999,2.3800000000000003,0.528,0.0004969999999999,77.29326811087817,12.9,30.6,grunge,-5.0452304,-30.648428,7
Craig David,Fill Me In,True,https://www.whosampled.com/Craig-David/Fill-Me-In/,2000,12,0,5,0,3,0,0UzsDmdpw0Q14KU4hieQss,63,257200,68.2,74.4,3.65,37.6,0.951,72.92336361518753,6.0,82.69999999999999,british,18.579544,27.009207,6
Incubus,Drive,True,https://www.whosampled.com/Incubus/Drive/,1999,7,0,14,0,0,0,7nnWIPM5hwE3DaUBkvOIpy,75,232453,64.5,79.2,3.6,5.62,1.21,71.25087351502447,11.9,66.60000000000001,alt-rock,-14.311214,10.563242,0
TOOL,Schism,True,https://www.whosampled.com/TOOL/Schism/,2001,2,0,8,0,1,0,55mJleti2WfWEFNFcBduhc,70,403533,56.7,71.39999999999999,3.02,0.12,41.7,65.79082226880969,18.6,19.1,alt-rock,-3.6762397,-21.730068,7
Gorillaz,Clint Eastwood,True,https://www.whosampled.com/Gorillaz/Clint-Eastwood/,2001,48,0,20,0,3,0,6syz0SJTv8ZNCNxaOnvMtb,3,340920,66.3,69.39999999999999,17.1,2.53,0.0,65.25506638714185,6.98,52.5,alternative,-11.352811,-4.924147,0
Afroman,Because I Got High,True,https://www.whosampled.com/Afroman/Because-I-Got-High/,2001,7,0,8,0,3,0,0rRboI6IRuGx56Dq3UdYY4,69,197760,80.2,34.1,48.8,16.900000000000002,0.0,65.56720242254833,7.829999999999999,84.89999999999999,comedy,-9.131662,15.145897,0
Blake Shelton,Austin,True,https://www.whosampled.com/Blake-Shelton/Austin/,1999,30,0,11,0,1,0,2hyP9WkqwrydvQZ7IrCe0N,0,230333,60.3,60.9,2.78,18.8,0.0,72.54134637782437,9.82,27.500000000000004,country,11.0922365,-18.840883,5
Dido,Thank You,True,https://www.whosampled.com/Dido/Thank-You/,1999,61,0,23,0,2,0,3yUcJwYu7fXAfqMj9krY6l,74,218360,72.5,58.3,4.2700000000000005,30.0,0.0238,59.12881434894014,6.65,76.2,rock,11.607923,31.698727,1
Darude,Sandstorm,True,https://www.whosampled.com/Darude/Sandstorm/,1999,45,0,19,0,10,0,6Sy9BUbgFse0n0LPA5lwy5,70,225493,52.8,96.5,4.65,14.099999999999998,98.5,68.2506405776846,7.969999999999999,58.7,trance,3.1417077,19.079374,1
blink-182,The Rock Show,True,https://www.whosampled.com/blink-182/The-Rock-Show/,2001,5,0,9,0,0,0,2ydUT1pFhuLDnouelIv4WH,73,171600,41.0,95.9,8.690000000000001,0.0324,0.0,84.18821337060332,7.66,83.0,punk-rock,-32.87307,24.641928,4
Lionel Richie,Angel,True,https://www.whosampled.com/Lionel-Richie/Angel/,2012,0,0,1,1,0,0,4q3PJE85zkind6pucyNq9g,44,221853,73.2,81.0,4.07,1.0699999999999998,0.0,55.84439785697647,9.27,60.9,disco,-13.159472,16.768057,4
Nelly Furtado,I'm Like A Bird,True,https://www.whosampled.com/Nelly-Furtado/I%27m-Like-A-Bird/,2000,5,0,10,0,1,0,6DvPwsfTATS9gTdA1XdIdH,1,243160,62.3,60.7,3.53,14.7,0.000329,81.62590263219195,22.7,61.4,latin,-2.0684536,8.281158,0
Matchbox Twenty,If You're Gone,True,https://www.whosampled.com/Matchbox-Twenty/If-You%27re-Gone/,2000,1,0,3,0,0,0,2f5N826udWfjT9iomeaBJt,64,274933,54.400000000000006,65.9,2.98,42.7,0.000133,71.94502678779409,12.6,36.1,grunge,21.578474,-9.043007,5
Limp Bizkit,My Way,True,https://www.whosampled.com/Limp-Bizkit/My-Way/,2000,10,0,3,0,5,0,2gSVKxPDww9Eep5rdvtdem,73,272973,57.6,86.4,4.62,2.0,0.000168,86.89960400652224,68.30000000000001,60.9,metal,-47.032215,2.1252825,3
Coldplay,Yellow,True,https://www.whosampled.com/Coldplay/Yellow/,2000,6,0,88,0,2,0,2ubrTNQou3onHm2WNHcCyT,3,266773,42.9,66.10000000000001,2.81,0.239,0.0121,71.77731190309807,23.4,28.5,pop,7.239806,-34.97265,7
Shaggy;Rayvon,Angel,True,https://www.whosampled.com/Shaggy/Angel/,2000,7,0,6,0,1,0,7FDV5ELOJHCGLe52AnttEd,74,235133,74.0,76.6,17.8,11.6,0.0,91.7540181691125,4.06,80.7,reggae,-21.290447,27.829622,4
Crazy Town,Butterfly,True,https://www.whosampled.com/Crazy-Town/Butterfly/,1999,17,0,3,0,0,0,4BggEwLhGfrbrl7JBhC8EC,73,216733,73.6,81.10000000000001,8.1,0.132,0.0142,86.01910086186815,10.7,60.9,alt-rock,-16.096777,2.3202987,0
Linkin Park,One Step Closer,True,https://www.whosampled.com/Linkin-Park/One-Step-Closer/,2000,7,0,17,0,2,0,3K4HG9evC7dg3N0R9cYqk4,78,157333,49.2,96.9,4.91,0.1399999999999999,0.000132,84.85907290938738,7.870000000000001,53.8,alternative,-27.00452,-10.4463215,3
Staind,Outside,True,https://www.whosampled.com/Staind/Outside/,2001,4,0,5,1,0,0,50Re2bLgXqG9qN7v2QHNTm,63,293133,51.5,59.4,2.62,0.844,0.658,83.51269508502213,7.52,21.8,grunge,-1.2683774,-33.106915,7
Modjo,Lady - Hear Me Tonight,True,https://www.whosampled.com/Modjo/Lady---Hear-Me-Tonight/,2000,0,0,2,0,0,0,49X0LAl6faAusYq02PRAY6,78,307153,72.0,80.80000000000001,3.790000000000001,0.7929999999999999,2.93,79.2313067784766,6.34,86.9,disco,-19.984755,32.4881,4
Bon Jovi,Thank You For Loving Me,True,https://www.whosampled.com/Bon-Jovi/Thank-You-For-Loving-Me/,2000,0,0,4,0,0,0,577MNC3o3L0lNIzx9abqOk,67,308933,38.5,34.2,2.85,41.6,0.0,69.34544607500584,11.9,13.1,metal,24.092243,-22.71433,5
3 Doors Down,Kryptonite,True,https://www.whosampled.com/3-Doors-Down/Kryptonite/,1999,5,0,8,0,0,0,5ugV3rhvi2h6l52e1cIfLw,0,234626,54.400000000000006,84.8,2.88,0.395,0.00522,73.74796179827626,13.4,48.9,alt-rock,-23.349342,-12.814813,3
Creed,With Arms Wide Open,True,https://www.whosampled.com/Creed/With-Arms-Wide-Open/,1999,2,0,8,0,0,0,2cJDsHTLgDQvf5G73RCNX5,56,278440,41.5,53.3,3.08,0.37,0.0732,66.10295830421616,17.599999999999998,12.6,grunge,11.013374,-31.66601,5
Sade,By Your Side,True,https://www.whosampled.com/Sade/By-Your-Side/,2000,4,0,15,0,1,0,7H3ojI1BsVy0dEJENqMt1k,70,274933,65.3,42.9,2.97,8.49,0.371,56.65501979967389,6.93,62.7,british,8.631023,7.7677517,0
Mr. C,Cha Cha Slide,False,,2000,0,0,0,0,0,0,5Sho3kEbYXopoXPhPACqo7,52,222080,85.6,90.5,14.6,4.1000000000000005,0.385,73.67342184952248,31.5,80.5,kids,-31.71497,13.912088,4
3 Doors Down,Loser,True,https://www.whosampled.com/3-Doors-Down/Loser/,2000,0,0,1,0,0,0,1aC1IBAETh2XYGOE8kCC6t,60,264800,49.3,88.0,6.93,1.08,0.00266,75.51828558117867,22.6,38.9,grunge,-24.862438,-18.561047,3
Xzibit,X,True,https://www.whosampled.com/Xzibit/X/,2000,6,0,0,0,0,0,5stZnlPMYz3Ba8Hbo3ajlP,63,255640,93.6,67.80000000000001,21.0,7.95,0.0,91.41392965292336,8.38,82.19999999999999,hardcore,-5.118482,16.981928,1
Eminem;Dido,Stan,True,https://www.whosampled.com/Eminem/Stan/,2000,27,0,12,0,0,0,3UmaczJpikHgJFyBTAJVoz,85,404106,78.0,76.8,23.8,3.71,0.000234,85.29699510831587,51.8,50.7,hip-hop,-41.331264,0.2827434,3
Bon Jovi,It's My Life,True,https://www.whosampled.com/Bon-Jovi/It%27s-My-Life/,2000,8,0,31,0,1,0,0v1XpBHnsbkCn7iJ9Ucr1l,80,224493,55.1,91.3,4.66,2.63,0.0013499999999999,86.51758676915911,34.7,54.400000000000006,metal,-38.947765,-11.727157,3
Papa Roach,Last Resort,True,https://www.whosampled.com/Papa-Roach/Last-Resort/,2000,21,0,12,0,1,0,5W8YXBz9MTIDyrpYaCg2Ky,80,199906,58.9,89.0,6.03,0.0481,0.082,88.12019566736548,20.1,69.19999999999999,alt-rock,-28.690708,-1.6600794,3
Creed,Higher,True,https://www.whosampled.com/Creed/Higher/,1999,2,0,8,0,0,0,1ZozJfi8u9cO2Ob8KwiwNT,71,316733,45.9,83.0,3.64,0.00515,0.0139999999999999,76.31027253668763,20.6,43.1,grunge,-24.914787,-17.176828,3
The Wallflowers,Sleepwalker,True,https://www.whosampled.com/The-Wallflowers/Sleepwalker/,1999,10,0,15,0,0,0,3P94c9FKHvcbPhKIOxhf1N,29,212266,50.9,85.0,2.8400000000000003,0.0294,0.0,73.3146983461449,11.5,79.7,grunge,-19.396345,21.808247,4
Red Hot Chili Peppers,Californication,True,https://www.whosampled.com/Red-Hot-Chili-Peppers/Californication/,1999,20,0,30,0,1,0,2AEdT2ZKd14kzOouzdNOUj,2,329733,59.2,76.5,2.7,0.21,0.154,92.45748893547636,12.7,32.7,alt-rock,-13.987201,-29.099066,7
Third Eye Blind,Deep Inside of You,True,https://www.whosampled.com/Third-Eye-Blind/Deep-Inside-of-You/,2000,0,0,3,0,0,0,7pluJ15vmT0NZdX2lmIbBI,0,250293,50.8,55.8,2.3800000000000003,0.351,0.00418,74.67505241090147,8.219999999999999,16.0,alt-rock,0.126632,-32.485046,7
Faith Hill;Tim McGraw,Let's Make Love,True,https://www.whosampled.com/Faith-Hill/Let%27s-Make-Love/,2000,0,0,1,0,0,0,3PB2otu6Z5yToA9irqF1fN,0,252893,35.0,45.9,2.74,33.900000000000006,0.0,65.29699510831585,11.1,15.3,country,23.91713,-23.242199,5
Faith Hill,Breathe,True,https://www.whosampled.com/Faith-Hill/Breathe/,1999,3,0,9,0,0,0,3y4LxiYMgDl4RethdzpmNe,67,250546,52.900000000000006,49.6,2.9000000000000004,17.299999999999997,0.0,63.48474260423946,25.1,27.800000000000004,country,14.70572,-22.44396,5
Dr. Dre;Snoop Dogg,The Next Episode,False,,1999,0,0,2,0,0,0,4LwU4Vp6od3Sb08CsP99GC,81,161506,92.2,90.9,27.0,2.81,0.0,94.12997903563942,8.559999999999999,30.9,funk,-6.1307054,-2.3339174,0
Marc Anthony,You Sang To Me,True,https://www.whosampled.com/Marc-Anthony/You-Sang-To-Me/,1999,0,0,4,0,1,0,2dwhMQsFeHr2S787WxqAqW,58,347106,57.8,89.4,2.96,1.03,0.000266,80.19566736547868,21.6,74.1,salsa,-37.464577,13.098381,4
Eminem,The Real Slim Shady,True,https://www.whosampled.com/Eminem/The-Real-Slim-Shady/,2000,56,0,11,0,0,0,3yfqSUWxFvZELEM4PmlwIR,87,284200,94.9,66.10000000000001,5.72,3.02,0.0,85.67435359888191,4.54,76.0,hip-hop,-16.215164,40.30902,4
Santana;Rob Thomas,Smooth (feat. Rob Thomas),True,https://www.whosampled.com/Santana/Smooth/,1999,35,0,16,0,1,0,0n2SEXB2qoRQg171q7XqeW,69,294986,60.9,92.3,3.38,16.0,0.0004729999999999,87.2396925227114,29.5,96.1,blues,-28.769093,30.109997,4
Macy Gray,I Try,True,https://www.whosampled.com/Macy-Gray/I-Try/,1999,1,0,11,0,1,0,5TAf4lnZCZTLlZHNZMLFLi,72,239440,59.3,64.2,2.99,31.3,0.0582,71.51176333566272,8.04,73.6,soul,14.6763935,26.296871,6
Lonestar,Amazed,True,https://www.whosampled.com/Lonestar/Amazed/,1999,1,0,18,0,0,0,6qc34bnVOyqGDPni8H5W0U,71,240866,56.10000000000001,54.3,3.24,26.0,0.0,65.85604472396925,12.4,24.3,country,16.706636,-21.463655,5
Santana;The Product G&B,Maria Maria (feat. The Product G&B),True,https://www.whosampled.com/Santana/Maria-Maria/,1999,15,0,8,0,2,0,3XKIUb7HzIF1Vu9usunMzc,67,261973,77.7,60.1,12.6,4.06,0.201,77.81504775215467,3.4799999999999995,68.0,blues,-6.7875085,5.4316707,0
Red Hot Chili Peppers,Otherside,True,https://www.whosampled.com/Red-Hot-Chili-Peppers/Otherside/,1999,12,0,17,0,1,0,64BbK9SFKH2jk86U3dGj2P,80,255373,45.8,79.5,5.74,0.316,0.0202,90.23526671325412,7.56,51.3,alt-rock,-26.887045,-12.749526,3
Black Rob,Whoa!,True,https://www.whosampled.com/Black-Rob/Whoa/,1999,6,0,3,0,2,0,4oNRFSh6onQ5rrHSydWcDr,0,238840,73.7,70.5,24.0,5.79,0.0,76.4174237130212,32.1,55.7,hardcore,-8.178455,10.021504,0
Dr. Dre;Eminem,Forgot About Dre,False,,1999,12,0,6,0,4,0,7iXF2W9vKmDoGAhlHdpyIa,80,222293,92.4,74.0,7.739999999999999,8.27,0.0,99.3943629163755,16.3,62.1,funk,-11.973585,3.66926,0
Bloodhound Gang,The Bad Touch,True,https://www.whosampled.com/Bloodhound-Gang/The-Bad-Touch/,1999,24,0,13,0,9,0,26OO9xqiEAxTO8pgugvQ56,0,260480,82.8,71.1,3.83,0.334,3.2099999999999995,76.27766130910786,9.54,96.9,funk,-18.368275,35.483368,4
Montell Jordan,Get It On Tonite,True,https://www.whosampled.com/Montell-Jordan/Get-It-On-Tonite/,1999,5,0,1,1,1,0,3ii5VBrIXJXKEVkjx1IAdP,60,276266,81.3,49.1,7.7,24.1,0.00461,59.21733053808526,8.17,86.8,j-dance,9.588262,33.037773,1
Lenny Kravitz,I Belong To You,True,https://www.whosampled.com/Lenny-Kravitz/I-Belong-To-You/,1998,6,0,4,0,0,0,7oAf0lBjipjSfyay9M8wQ6,1,257066,69.1,68.60000000000001,4.93,0.0647,0.4559999999999999,70.66853016538552,10.6,66.60000000000001,rock,-11.966644,9.472579,0
blink-182,All The Small Things,True,https://www.whosampled.com/blink-182/All-The-Small-Things/,1999,29,0,41,0,0,0,1jJ893m6WM9aztKtzYmNJY,2,171066,44.2,90.0,5.29,1.09,0.0,82.00326112275798,39.5,60.9,punk-rock,-39.259018,-14.68592,3
Filter,Take A Picture,True,https://www.whosampled.com/Filter/Take-A-Picture/,1999,0,0,2,0,3,0,6q4aoWgTQ8td2AvqQXuFqm,66,363800,54.1,77.60000000000001,2.98,0.147,0.0221,67.98043326345213,17.8,28.2,grunge,-9.255897,-29.597567,7
Counting Crows,Hanginaround,True,https://www.whosampled.com/Counting-Crows/Hanginaround/,1999,0,0,4,0,0,0,0OlgQYka86XhPepKdZ6xio,0,252720,51.4,78.10000000000001,6.39,24.8,0.0,74.21849522478455,73.1,71.7,alt-rock,-49.020382,-2.2582397,3
Rage Against The Machine,Guerrilla Radio,True,https://www.whosampled.com/Rage-Against-The-Machine/Guerrilla-Radio/,1999,1,0,9,0,1,0,1wsRitfRRtWyEapl0q22o8,71,206200,59.9,95.7,18.8,1.29,0.0070599999999999,78.59305846727231,15.5,48.9,metal,-29.07585,-21.935768,3
Foo Fighters,Learn to Fly,True,https://www.whosampled.com/Foo-Fighters/Learn-to-Fly/,1999,3,0,20,0,0,0,5OQsiBsky2k2kDKy2bX2eT,77,235293,46.5,91.9,4.08,0.00183,0.00207,86.69461914744934,26.200000000000003,53.7,alt-rock,-32.216095,-11.835946,3
The Goo Goo Dolls,Black Balloon,False,,1999,0,0,1,0,0,0,2d8QadEHtIznYQftCI0r31,3,249533,33.900000000000006,62.5,2.8000000000000003,5.6000000000000005,0.0101,65.52061495457721,22.9,33.4,rock,6.9437532,-35.711388,7
Dr. Dre;Snoop Dogg,Still D.R.E.,False,,1999,0,0,3,0,0,0,503OTo2dSqe7qk76rgsbep,84,270586,81.6,77.5,23.4,16.0,0.031,89.96505939902167,5.43,52.7,funk,-4.8548117,1.0077602,0
Lou Bega,Mambo No. 5 (a Little Bit of...),True,https://www.whosampled.com/Lou-Bega/Mambo-No-5/,1999,1,0,7,0,0,0,6x4tKaOzfNJpEJHySoiJcs,77,220293,62.2,80.7,40.8,10.3,0.0,73.99021663172607,30.6,89.2,latin,-9.381622,19.383396,1
Red Hot Chili Peppers,Scar Tissue,True,https://www.whosampled.com/Red-Hot-Chili-Peppers/Scar-Tissue/,1999,3,0,14,0,0,0,1G391cbiT3v3Cywg8T7DM1,79,215906,59.5,71.7,2.95,7.79,0.2739999999999999,83.07011413929652,10.8,54.7,alt-rock,-12.41388,-10.185808,0
Live,The Dolphin's Cry - Live,True,https://www.whosampled.com/Live/The-Dolphin%27s-Cry---Live/,1999,76,0,18,0,1,0,75guQBmG2pdQDMXrd1Mffz,27,277972,16.0,86.4,6.84,3.65,0.0,80.25157232704402,96.4,34.0,grunge,-50.769314,-12.123845,3
Smash Mouth,All Star,True,https://www.whosampled.com/Smash-Mouth/All-Star/,1999,153,0,37,0,3,0,1Uu1dI6OcKWuMLLv8ki3lN,0,200373,73.1,86.7,3.2,3.94,0.0,78.04798509201025,8.61,77.60000000000001,alt-rock,-23.339392,23.796349,4
Lenny Kravitz,American Woman,True,https://www.whosampled.com/Lenny-Kravitz/American-Woman/,1998,0,0,2,1,1,0,4vIfD7rtHy18K02Nim7dEd,1,261706,64.9,70.89999999999999,8.02,2.12,0.0,68.22734684369904,7.32,60.5,rock,-11.810001,-5.3770742,0
blink-182,What's My Age Again?,True,https://www.whosampled.com/blink-182/What%27s-My-Age-Again/,1999,9,0,14,0,1,0,3htVxgwWQZ88VbucbOJkjO,4,148360,39.1,95.1,6.88,1.2,0.0446,70.88283251805264,8.780000000000001,46.8,punk-rock,-25.288702,-28.02387,7
Shania Twain,Man! I Feel Like A Woman!,True,https://www.whosampled.com/Shania-Twain/Man-I-Feel-Like-A-Woman/,1999,19,0,29,0,2,0,5VCy743OaUmLpijIonFmaw,3,233000,65.4,88.9,5.13,64.0,0.0,91.19962730025624,29.7,73.0,country,24.231182,21.047903,6
Backstreet Boys,I Want It That Way,True,https://www.whosampled.com/Backstreet-Boys/I-Want-It-That-Way/,1999,39,0,59,0,5,0,47BBI51FKFwOMlIiX6m8ya,81,213306,68.89999999999999,69.39999999999999,2.7,25.7,0.0,78.28558117866295,14.8,48.2,dance,12.623121,-7.144884,5
Pharoahe Monch,Simon Says,True,https://www.whosampled.com/Pharoahe-Monch/Simon-Says/,1999,75,0,2,0,3,0,67IvfvAMYQzJEeHopvwMMW,64,173159,66.4,91.6,47.3,17.0,0.00167,87.33286745865362,16.400000000000002,55.900000000000006,alternative,-24.63843,7.889019,4
Pearl Jam,Last Kiss,True,https://www.whosampled.com/Pearl-Jam/Last-Kiss/,1999,0,0,8,1,0,0,0QnONzv3TvHAWk294h6DaQ,71,195466,62.2,69.19999999999999,2.76,36.3,0.0157999999999999,72.97460982995575,19.3,77.4,alt-rock,16.507418,26.585075,6
Tanto Metro & Devonte,Everyone Falls In Love,True,https://www.whosampled.com/Tanto-Metro/Everyone-Falls-In-Love/,1999,9,0,3,0,1,0,1nHExGXMHd9FAafLKBvrzo,20,231826,78.9,50.9,4.21,0.149,0.0,68.1714418821337,4.36,57.8,j-dance,-2.733524,5.4024534,0
Limp Bizkit,Nookie,True,https://www.whosampled.com/Limp-Bizkit/Nookie/,1999,18,0,6,0,2,0,1TEZWG1FdjzDdercCguTwj,69,289560,57.3,92.9,8.200000000000001,0.218,7.23,77.51222921034241,71.8,28.4,metal,-47.865376,-11.706351,3
Nine Inch Nails,The Day The World Went Away,True,https://www.whosampled.com/Nine-Inch-Nails/The-Day-The-World-Went-Away/,1999,0,0,2,0,2,0,44sz0rNbTA687rs9CYi0IN,48,273666,16.8,23.5,4.04,3.2099999999999995,82.0,68.74912648497555,9.24,6.18,industrial,27.818518,-29.88598,5
Ricky Martin,Livin' la Vida Loca,True,https://www.whosampled.com/Ricky-Martin/Livin%27-la-Vida-Loca/,1999,20,0,38,0,4,0,0Ph6L4l8dYUuXFmb71Ajnd,74,243160,42.5,95.4,4.760000000000001,0.414,0.0,87.94782203587235,5.55,93.3,latin,-32.796432,25.725134,4
Collective Soul,Heavy,True,https://www.whosampled.com/Collective-Soul/Heavy/,1999,0,0,1,0,0,0,0VbOBom0Ya2zrlSpv7II1C,64,174912,55.3,87.2,3.74,0.109,0.1149999999999999,79.2778942464477,9.88,54.3,grunge,-23.85119,-10.683491,3
The Offspring,Why Don't You Get A Job,True,https://www.whosampled.com/The-Offspring/Why-Don%27t-You-Get-A-Job/,1998,10,0,4,0,0,0,2XtsxK4mneUrhNHTRs1ZVQ,2,172466,76.6,88.2,7.13,6.75,0.000259,84.5888655951549,28.1,54.7,punk-rock,-32.97895,1.5435426,3
Lenny Kravitz,Fly Away,True,https://www.whosampled.com/Lenny-Kravitz/Fly-Away/,1998,21,0,9,0,0,0,6njmP9TqyeVi3DUioVULY2,0,221893,59.7,86.8,5.26,2.12,0.0,81.70976007453996,66.4,70.89999999999999,rock,-47.11124,2.6409688,3
Orgy,Blue Monday,True,https://www.whosampled.com/Orgy/Blue-Monday/,1998,2,0,0,1,4,0,66YEDcrJdUYuvXznH5zrDq,0,267000,58.9,69.5,3.41,0.00865,0.0036,67.66829722804566,7.779999999999999,93.8,electronic,-9.881605,34.22664,1
Creed,One,True,https://www.whosampled.com/Creed/One/,1997,0,0,2,0,0,0,35GwlKlVXgFCMF5uTp5r7P,58,302533,55.7,93.3,3.5000000000000004,0.00214,0.000866,88.2087118565106,11.7,43.5,grunge,-28.347988,-19.14822,3
Blondie,Maria,True,https://www.whosampled.com/Blondie/Maria/,1998,1,0,17,0,5,0,7bOYOD0d7ByMTXvJnQVl8d,67,249426,54.8,80.0,5.970000000000001,3.8,0.255,73.17959468902865,6.78,80.5,power-pop,-18.616243,22.200712,4
Collective Soul,Run,True,https://www.whosampled.com/Collective-Soul/Run/,1998,1,0,0,0,0,0,3HxX5qcaz2phmsJVPskugD,53,273466,57.2,75.4,2.45,2.71,0.091,81.55602143023528,8.23,63.7,grunge,-22.513924,-6.4086127,3
2Pac;Talent,Changes,True,https://www.whosampled.com/2Pac/Changes/,1998,31,0,6,0,1,0,1ofhfV90EnYhEr7Un2fWiv,73,268826,86.5,66.5,7.3,4.53,0.0,76.14721639878871,22.4,33.1,funk,0.6088023,-11.010128,0
Nas,Nas Is Like,True,https://www.whosampled.com/Nas/Nas-Is-Like/,1999,67,0,0,0,1,0,3gY6tiCNsuVi6s8kPV6aQg,67,237026,63.4,84.5,35.2,0.602,0.000529,81.88213370603307,5.98,92.9,hardcore,-9.565201,17.795225,4
The Offspring,Pretty Fly (For A White Guy),True,https://www.whosampled.com/The-Offspring/Pretty-Fly/,1998,0,0,1,0,0,0,3SFXsFpeGmBTtQvKiwYMDA,75,188666,72.3,89.5,10.2,8.799999999999999,0.0,88.17610062893083,7.17,96.3,punk-rock,-24.657639,33.282185,4
Hole,Malibu,True,https://www.whosampled.com/Hole/Malibu/,1998,0,0,3,0,0,0,5bVOX6eyHsML2sB4aMlZEi,64,230040,52.8,90.4,3.43,0.0833,0.0,78.17377125553226,17.4,67.80000000000001,grunge,-28.175697,-4.7434726,3
